properties{
  x = 1536,
  y = 3072,
  width = 1024,
  height = 1024,
  min_layer = 0,
  max_layer = 2,
  world = "Light World",
  tileset = "light_world",
  music = "overworld",
}

tile{
  layer = 0,
  x = 944,
  y = 560,
  width = 32,
  height = 128,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 976,
  y = 512,
  width = 48,
  height = 240,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 904,
  y = 608,
  width = 32,
  height = 32,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 872,
  y = 600,
  width = 16,
  height = 16,
  pattern = "grass.cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 512,
  y = 248,
  width = 40,
  height = 80,
  pattern = "water",
}

tile{
  layer = 0,
  x = 944,
  y = 96,
  width = 32,
  height = 32,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 800,
  y = 0,
  width = 176,
  height = 80,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 936,
  y = 304,
  width = 48,
  height = 96,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 976,
  y = 0,
  width = 48,
  height = 512,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 672,
  y = 0,
  width = 32,
  height = 64,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 512,
  y = 0,
  width = 160,
  height = 96,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 720,
  y = 136,
  width = 40,
  height = 40,
  pattern = "234",
}

tile{
  layer = 0,
  x = 512,
  y = 184,
  width = 56,
  height = 56,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 360,
  y = 416,
  width = 40,
  height = 40,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 392,
  y = 424,
  width = 16,
  height = 16,
  pattern = "water_shallow.to_grass.diag.4",
}

tile{
  layer = 0,
  x = 744,
  y = 296,
  width = 16,
  height = 16,
  pattern = "water_shallow.to_grass.diag.3",
}

tile{
  layer = 0,
  x = 712,
  y = 296,
  width = 16,
  height = 16,
  pattern = "water_shallow.to_grass.diag.4",
}

tile{
  layer = 0,
  x = 760,
  y = 280,
  width = 16,
  height = 96,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 712,
  y = 360,
  width = 48,
  height = 16,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 696,
  y = 272,
  width = 16,
  height = 104,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 712,
  y = 280,
  width = 48,
  height = 16,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 600,
  y = 344,
  width = 32,
  height = 40,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 512,
  y = 336,
  width = 56,
  height = 40,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 512,
  y = 336,
  width = 16,
  height = 16,
  pattern = "water_shallow.wave_big",
}

tile{
  layer = 0,
  x = 512,
  y = 472,
  width = 40,
  height = 40,
  pattern = "237",
}

tile{
  layer = 0,
  x = 464,
  y = 480,
  width = 48,
  height = 16,
  pattern = "237",
}

tile{
  layer = 0,
  x = 320,
  y = 208,
  width = 128,
  height = 16,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 448,
  y = 184,
  width = 64,
  height = 56,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 400,
  y = 32,
  width = 112,
  height = 64,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 456,
  y = 392,
  width = 48,
  height = 48,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 432,
  y = 240,
  width = 80,
  height = 96,
  pattern = "water",
}

tile{
  layer = 0,
  x = 432,
  y = 336,
  width = 80,
  height = 40,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 320,
  y = 232,
  width = 112,
  height = 128,
  pattern = "water",
}

tile{
  layer = 0,
  x = 368,
  y = 392,
  width = 64,
  height = 32,
  pattern = "water_shallow",
}

tile{
  layer = 0,
  x = 400,
  y = 424,
  width = 16,
  height = 8,
  pattern = "water_shallow.to_grass.2",
}

tile{
  layer = 0,
  x = 432,
  y = 384,
  width = 16,
  height = 16,
  pattern = "water_shallow.to_grass.diag.2",
}

tile{
  layer = 0,
  x = 296,
  y = 392,
  width = 32,
  height = 32,
  pattern = "234",
}

tile{
  layer = 0,
  x = 296,
  y = 240,
  width = 24,
  height = 96,
  pattern = "water",
}

tile{
  layer = 0,
  x = 56,
  y = 408,
  width = 16,
  height = 8,
  pattern = "grass.weed",
}

tile{
  layer = 0,
  x = 80,
  y = 456,
  width = 24,
  height = 24,
  pattern = "16",
}

tile{
  layer = 0,
  x = 0,
  y = 480,
  width = 112,
  height = 32,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 256,
  y = 32,
  width = 32,
  height = 32,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 256,
  height = 32,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 224,
  y = 0,
  width = 16,
  height = 224,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 248,
  y = 72,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 232,
  y = 216,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 248,
  y = 200,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 296,
  y = 24,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 280,
  y = 40,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 264,
  y = 56,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.1",
}

tile{
  layer = 0,
  x = 216,
  y = 304,
  width = 8,
  height = 112,
  pattern = "16",
}

tile{
  layer = 0,
  x = 224,
  y = 296,
  width = 16,
  height = 128,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 240,
  y = 304,
  width = 8,
  height = 112,
  pattern = "16",
}

tile{
  layer = 0,
  x = 208,
  y = 192,
  width = 16,
  height = 112,
  pattern = "dirt.soil",
}

tile{
  layer = 0,
  x = 200,
  y = 296,
  width = 16,
  height = 16,
  pattern = "cliff.top.border.diag.2",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 32,
  height = 32,
  pattern = "16",
}

tile{
  layer = 0,
  x = 32,
  y = 240,
  width = 48,
  height = 24,
  pattern = "16",
}

tile{
  layer = 0,
  x = 0,
  y = 208,
  width = 80,
  height = 32,
  pattern = "16",
}

tile{
  layer = 0,
  x = 80,
  y = 184,
  width = 24,
  height = 72,
  pattern = "16",
}

tile{
  layer = 0,
  x = 96,
  y = 152,
  width = 32,
  height = 80,
  pattern = "16",
}

tile{
  layer = 0,
  x = 120,
  y = 112,
  width = 32,
  height = 96,
  pattern = "16",
}

tile{
  layer = 0,
  x = 144,
  y = 0,
  width = 24,
  height = 136,
  pattern = "16",
}

tile{
  layer = 0,
  x = -8,
  y = 40,
  width = 144,
  height = 8,
  pattern = "grass.tree.roots.2",
}

tile{
  layer = 0,
  x = -8,
  y = -24,
  width = 144,
  height = 48,
  pattern = "tree.green.1",
}

tile{
  layer = 0,
  x = 40,
  y = 24,
  width = 96,
  height = 16,
  pattern = "grass.tree.roots.1",
}

tile{
  layer = 0,
  x = -32,
  y = 88,
  width = 144,
  height = 8,
  pattern = "grass.tree.roots.2",
}

tile{
  layer = 0,
  x = -32,
  y = 72,
  width = 144,
  height = 16,
  pattern = "grass.tree.roots.1",
}

tile{
  layer = 0,
  x = 112,
  y = 64,
  width = 8,
  height = 16,
  pattern = "grass.tree.roots.4",
}

tile{
  layer = 0,
  x = -32,
  y = 24,
  width = 144,
  height = 48,
  pattern = "tree.green.1",
}

tile{
  layer = 0,
  x = 136,
  y = 16,
  width = 8,
  height = 16,
  pattern = "grass.tree.roots.4",
}

tile{
  layer = 0,
  x = 144,
  y = 0,
  width = 8,
  height = 96,
  pattern = "grass.soil.4",
}

tile{
  layer = 0,
  x = 144,
  y = 96,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4",
}

tile{
  layer = 0,
  x = 136,
  y = 104,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4",
}

tile{
  layer = 0,
  x = 128,
  y = 112,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4",
}

tile{
  layer = 0,
  x = 120,
  y = 120,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4",
}

tile{
  layer = 0,
  x = 168,
  y = 0,
  width = 8,
  height = 128,
  pattern = "grass.soil.3",
}

tile{
  layer = 0,
  x = 136,
  y = 96,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4b",
}

tile{
  layer = 0,
  x = 128,
  y = 104,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4b",
}

tile{
  layer = 0,
  x = 120,
  y = 112,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4b",
}

tile{
  layer = 0,
  x = 112,
  y = 120,
  width = 8,
  height = 8,
  pattern = "grass.soil.diag.4b",
}

